File,registro,fecha,Unidad,proyecto,Solicitante,cantidad-solicitada,cantidad-subvencionada,Paises,Puntos-a,puntos-b,puntos-c,puntos-d
2008-1.csv,08-CAP1-0294,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,Taller de Proyectos de Producción,Instituto Especializado de Educación Superior Escuela de Comunicación Mónica Her,160765,80000,Iberoamérica y Caribe: El Salvador,2,2,2,2
2008-1.csv,08-CAP1-0297,0029/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,I Ciclo de Cine - Diversidad Cultural y Mestizaje,Asociación MUJERES DEL MUNDO,20000,20000,Sin Determinar. General: España,3,2,2,2.5
2008-1.csv,08-CAP1-0300,0029/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,Cooperación para el desarrollo. Coordinación nacional plan de escuelas UNESCO,RED DE ESCUELAS ASOCIADAS DE LA UNESCO,46000,46000,Sin Determinar. General: España,2,2,2,2
2008-1.csv,08-CAP1-0305,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"Cooperación cultural con músicos del Reino de Marruecos, mediante la difusión y promoción de la cultural española",SOCIEDAD FILARMÓNICA ALTEANENSE,60000,60000,Magreb y Oriente Medio: Marruecos ; Sin Determinar. General: España,2,2,2,2
2008-1.csv,08-CAP1-0308,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Espíritu emprendedor social comunitario,Panorama - Centro para la Diseminación de la Democracia - el Desarrollo de la Comunidad,151910,95910,Magreb y Oriente Medio: Territorios Palestinos,2.5,1.5,2,2
2008-1.csv,08-CAP1-0309,0029/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL","Arbolado, Ordenación Territorial y Mejora del Acceso al Centro Socioeducativo y Cultural de Niamana.","Voluntariado Internacional para el Desarrollo, la Educación y la Solidaridad",146128,146128,África Subsahariana: Mali,2.5,2,2,3
2008-1.csv,08-CAP1-0310,0031/3/8,OFICINA DE ACCIÓN HUMANITARIA,Respondiendo a la crisis: apoyo a los servicios del PMRS en la franja de Gaza en un contexto de profunda inestabilidad,PALESTINIAN MEDICAL RELIEF SOCIETY,297549,200000,Magreb y Oriente Medio: Territorios Palestinos,3,1.5,1.5,2
2008-1.csv,08-CAP1-0313,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,DIFUSION Y PROMOCION CULTURAL EN EL AREA DE LAS ARTES ESCENICAS EN ARGENTINA,PELDEPA S.L.L.,24782,24782,Iberoamérica y Caribe: Argentina,2,2,1.5,2
2008-1.csv,08-CAP1-0315,0030/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Mejorar la formacion de la estudiante-trabajadora argeliana y fomentar actitudes no-sexistas,Biblioteca biomédica de Oran,20293,20293,Magreb y Oriente Medio: Argelia,2,2,2,1.5
2008-1.csv,08-CAP1-0317,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Seminario Europeo para una agenda armonizada de Cooperación con Timor Oriental (Horizonte 2010),Universidade da Coruña,149945,149945,Asia Pacífico: Timor Oriental,2,2,2,3
2008-1.csv,08-CAP1-0321,0031/3/8,GABINETE TÉCNICO,Construcción de red estatal para la capacitación en el fomento del Comercio Justo y el Consumo Responsable,Iniciativas de Economía Alternativa y Solidarias - IDEAS,212120,90000,Sin Determinar. General: España,2.5,1.5,2,2
2008-1.csv,08-CAP1-0322,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Mejora de las condiciones generales del mercado principal de Mbandaka,Agence daide a la Cooperation Technique et au Developpement. ACTED,736860,736860,África Subsahariana: Congo (República Democrática del Congo),2.5,2,2,1.5
2008-1.csv,08-CAP1-0325,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"Documental Ella, la huella de Mercedes Pinto",Inicia films,40618,30000,Sin Determinar. General: España,2,2,2,2
2008-1.csv,08-CAP1-0327,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"Cree Fututos Ibero América: Red, Mejores Prácticas, Visiones e Herramientas Colaborativas para Creación de Futuros Deseables y Posibles",Enthusiasmo Cultural LTDA,208751,120000,Iberoamérica y Caribe Sin Determinar. General Varios Países,2,2,2,2
2008-1.csv,08-CAP1-0330,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,ADQUISICIÓN DE MATERIALES BÁSICOS PARA EL DESARROLLO DE PÚBLICOS Y LA IMPLEMENTACIÓN DE PROGRAMAS DE INTEGRACIÓN TECNOLÓGICA,FUNDACIÓN CENTRO CULTURAL ESPAÑA CÓRDOBA,77000,77000,Iberoamérica y Caribe: Argentina,2.5,2,2,2.5
2008-1.csv,08-CAP1-0332,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,LA DIMENSIÓN CULTURAL EN LOS PROBLEMAS AMBIENTALES COMO HERRAMIENTA DE COOPERACIÓN AL DESARROLLO: LÍNEAS ESTRATÉGICAS DE ACTUACIÓN,FUHEM,141500,120000,Iberoamérica y Caribe: Argentina ; Paraguay,3,2,2,2
2008-1.csv,08-CAP1-0333,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,CULTURA Y DESARROLLO: Paraguay y Colombia,VOCES PARA LA CONCIENCIA Y EL DESARROLLO,111200,111200,Iberoamérica y Caribe: Paraguay,1.5,2,1.5,2.5
2008-1.csv,08-CAP1-0334,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",KhmerOS / Open Schools Program Camboya - 2008-2009,FUNDACIÓN WORDFORGE,330000,330000,Asia Pacífico: Camboya,3,2,2,2
2008-1.csv,08-CAP1-0335,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",BanglaOS - Iniciativa para el Software en Bengali,FUNDACIÓN WORDFORGE,137118,137118,Asia Pacífico: Bangladesh,2.5,2,2,2
2008-1.csv,08-CAP1-0340,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"Implementación de Biblioteca Municipal Virtual en el distrito de Tambogrande, Piura",Baracco Miller Fernando,29970,29970,Iberoamérica y Caribe: Perú,2.5,2,1.5,2
2008-1.csv,08-CAP1-0341,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL","FORTALECIMIENTO DE LAS CAPACIDADES DE LAS COMUNIDADES VULNERABLES DEL DISTRITO DE TTS (PROVINCIA DE NTT, INDONESIA) PARA MEJORAR SU SEGURIDAD ALIMENTARIA A LARGO PLAZO.",Action Contre la Faim,268228,268228,Asia Pacífico: Indonesia,3,2,2,2
2008-1.csv,08-CAP1-0342,0031/3/8,OFICINA DE ACCIÓN HUMANITARIA,Organización comunitaria para afrontar inundaciones fluviales y pluviales en barrios marginales de la ciudad de Santa Fe,Colegio Mayor Universitario,19800,19800,Iberoamérica y Caribe: Argentina,2,2,2,1.5
2008-1.csv,08-CAP1-0343,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,LA MÚSICA DE CÁMARA ESPAÑOLA COMO VEHICULO DE COMUNICACIÓN Y DESARROLLO EN AMMAN,Ana Uribarri Berrojalbiz,11700,11700,Magreb y Oriente Medio: Jordania,2,2,2,2
2008-1.csv,08-CAP1-0351,0031/3/8,GABINETE TÉCNICO,Sunnugal en Africa,Asociación Jarit- JARIT,153.445,100000,Sin Determinar. General: España,2.5,1.5,1.5,2.5
2008-1.csv,08-CAP1-0352,0031/3/8,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Acompañamiento protector y presencia internacional: protección a defensores y defensoras de derechos humanos en Guatemala.,Brigadas Internacionales de Paz-BRIGADAS INTERNACIONALES DE PAZ,37660,37660,Iberoamérica y Caribe: Guatemala,3,2,2,2
2008-1.csv,08-CAP1-0354,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,LA VUELTA AL MUNDO EN 40 PUEBLOS,Imagine por la cultura la diversidad y la unión de los pueblos,46973,46973,Sin Determinar. General: España,2.5,2,2,2
2008-1.csv,08-CAP1-0355,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,DANZA EN LIBERTAD: LAS ÚLTIMAS DEVADASIS,PINILLA DE BARRIO ANA MARIA,72000,56000,Sin Determinar. General: España,2,2,2,2
2008-1.csv,08-CAP1-0356,0031/3/8,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,POR LA VIGENCIA DEL DERECHO A LA CIUDAD SIN DISCRIMINACIONES NI RACISMO,Funsarep (Asociacion Santa Rita para la Educación y Promoción),150085,150085,Iberoamérica y Caribe: Colombia,3,2,2,2
2008-1.csv,08-CAP1-0360,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,VI Talleres por la Paz de San Pablo de Buceite,Junta Municipal de Distrito de San Pablo de Buceite - Ayuntamiento de Jimena de la Frontera,120.136,20000,Iberoamérica y Caribe: Cuba ; Magreb y Oriente Medio: Marruecos,2.5,1.5,1.5,2
2008-1.csv,08-CAP1-0365,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,Compilación normativa y jurisprudencial de los países iberoamericanos para la armonización de la legislación cultural en el Espacio Cultural Iberoamericano.,Universidad Carlos III de Madrid,99680,99680,Sin Determinar. General: España,2.5,1.5,1.5,2.5
2008-1.csv,08-CAP1-0367,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,ENCUENTRO CULTURA E IDENTIDAD EN LOS PROCESOS DE INTEGRACIÓN IBEROAMERICANOS,Centro Extremeño de Estudios y Cooperación con Iberoamérica (CEXECI),42000,30000,Sin Determinar. General: España,2,2,2,2
2008-1.csv,08-CAP1-0368,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,INVESTIGACION PELICULA DOCUMENTAL,"Gonzalez Blanco, Belén",59.625,25000,Magreb y Oriente Medio: Marruecos,2,2,2,2
2008-1.csv,08-CAP1-0369,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL","Mejora de la cobertura sanitaria del Hospital Regional de Bafatá (Guinea Bissau), asegurando su suministro eléctrico.",ONG INTERCANVI D ACCIÓ SOCIAL I COOPERACIÓ INTERNACIONAL,159559,159559,África Subsahariana: Guinea_Bissau,3,1.5,1.5,2.5
2008-1.csv,08-CAP1-0370,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Arab Reform Initiative,Arab Reform Initiative,345000,200000,Magreb y Oriente Medio U.E y Países Occidentales Varios Países,3,1.5,1,2.5
2008-1.csv,08-CAP1-0373,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,Plataforma Española de artes Escénicas,EVOLUCIÓN DIURNA,248000,120000,Iberoamérica y Caribe: Colombia,2,2,2,2
2008-1.csv,08-CAP1-0374,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,DOSIER CULTURA Y CIUDAD II Y III (CORDOBA Y SAN SALVADOR),"BAILANTA, S.L",43240,43240,Sin Determinar. General: España,2,2,1.5,2
2008-1.csv,08-CAP1-0378,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,RECUPERACIÓN DEL PATRIMONIO CULTURAL MUSICAL MEDIEVAL DE EGIPTO. LA MOAXAJA ANDALUSÍ EN EGIPTO. GRABACION 2 CDS,EDUARDO PANIAGUA GARCIA-CALDERON,18000,18000,Magreb y Oriente Medio: Egipto,2,1.5,1.5,2.5
2008-1.csv,08-CAP1-0380,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,X Festival Internacional de Cine de Derechos Humanos y Encuentro de la Plataforma Audiovisual Intercontinental,instituto multimedia derhumalc,101,40000,Iberoamérica y Caribe: Argentina,2.5,1.5,1.5,2
2008-1.csv,08-CAP1-0384,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"Caminando, Conociendo y Tranformando ¿ Un ejercicio de restitución del derecho a la ciudad de los niños y las niñas en Cartagena",Maria Alejandra Lopez,199.94,25000,Iberoamérica y Caribe: Colombia,2.5,1.2,1.5,2.5
2008-1.csv,08-CAP1-0385,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,Televisión experimental educativa TVLATA (Segunda fase),Daniel Miracle Guerrero,59000,59000,Iberoamérica y Caribe: Brasil,2,2,2,2
2008-1.csv,08-CAP1-0390,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Seminario Avanzado del Programa Azahar sobre Tratamiento de Aguas Residuales en Pequeñas Colectividades,CENTRO DE LAS NUEVAS TECNOLOGIAS DEL AGUA (CENTA),81833,81833,Magreb y Oriente Medio PECO y CEI U.E y Países Occidentales Varios Países,3,1.5,1.5,2.5
2008-1.csv,08-CAP1-0391,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Campo de trabajo para jovenes cooperantes y estudiantes españoles en los Territorios Ocupados Palestinos.,Comité israelí contra la demolición de viviendas (ICAHD),50000,50000,Magreb y Oriente Medio: Territorios Palestinos,3,2,1,1.5
2008-1.csv,08-CAP1-0392,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,PROYECTO DE COOPERACIÓN CULTURAL PARA LA PROMOCIÓN DE LA LECTURA EN GUATEMALA,Asociación Cultural Literastur,27950,27950,Iberoamérica y Caribe: Guatemala,2,2,2,2.5
2008-1.csv,08-CAP1-0393,0031/3/8,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,PLAN DE INTERNACIONALIZACIÓN DE LAS PYME CENTROAMERICANAS,BARRABES INTERNET SLU,559500,150000,Iberoamérica y Caribe: Costa Rica ; Guatemala,3,1.5,2,2
2008-1.csv,08-CAP1-0394,0031/3/8,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,"Apoyo a la aplicación de la política pública de juventud de Nejapa en las áreas de formación vocacional, desarrollo artístico y cultural y participación ciudadana",Liga Española De La Educación Y La Cultura Popular-LEECP,230535,230535,Iberoamérica y Caribe: El Salvador,3,2,1,2
2008-1.csv,08-CAP1-0398,0031/3/8,OFICINA DE ACCIÓN HUMANITARIA,AUMENTO DE LAS CAPACIDADES HUMANAS E INSTITUCIONALES DE ¿PREVENCIÓN DE RIESGOS Y RESPUESTA ANTE SITUACIONES DE EMERGENCIA Y CATÁSTROFES¿ EN LA PROVINCIA DE CATAMARCA.,Fundación Para El Desarrollo De La Enfermería-FUDEN,80000,80000,Iberoamérica y Caribe: Argentina,3,1.5,1.5,2
2008-1.csv,08-CAP1-0400,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Hacia una nueva generación de niños sin VIH/SIDA en Kenia,ASOCIACION VIHDA,2724096,900000,África Subsahariana: Kenia,2,2,2,2.5
2008-1.csv,08-CAP1-0401,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,Plan director de gestión del patrimonio arqueológico de la cuenca del ued Nun. Inventario de bienes y formulación,Universidad de Castilla - La Mancha,50000,50000,Magreb y Oriente Medio: Marruecos,2,2,2,2
2008-1.csv,08-CAP1-0403,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Mejora de la calidad de vida mediante la capacitacion profesional a las mujeres y jóvenes de la Región de Awassa,Fundación África Directo-AFRICA DIRECTO,37211,37211,África Subsahariana: Etiopía,3,1,1.5,2
2008-1.csv,08-CAP1-0405,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Después del tsunami: la mirada de los supervivientes. La Cooperación Española en las áreas afectadas,VUES D UN MONDE,43500,43500,Asia Pacífico: Sri Lanka,2.5,2,1.5,2.5
2008-1.csv,08-CAP1-0406,0031/3/8,GABINETE TÉCNICO,La integración del enfoque de derechos humnano en la cooperación intenacional para el desarrollo,INSTITUTO DE PROMOCION DE ESTUDIOS SOCIALES IPES-ELKARTEA,18771,18771,Sin Determinar. General: España,2,1.5,1.5,2.5
2008-1.csv,08-CAP1-0409,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"Diversidad cultural y dialogo con las minorías, desde Guatemala a Bosnia Herzegovina: ¿Vidas y tránsitos¿",Tropo Editores S.L,47.3,15000,Sin Determinar. General: España,2,2,1.5,2
2008-1.csv,08-CAP1-0410,0031/3/8,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Constitución de un plan de investigación y desarrollo para la iniciativa empresarial de los pequeños productores en Chiquitania.,Centro de Investigaciones Aplicadas al Desarrollo Agroforestal (IDAF),42000,42000,Iberoamérica y Caribe: Bolivia,3,2,2,2
2008-1.csv,08-CAP1-0411,0031/3/8,OFICINA DE ACCIÓN HUMANITARIA,Sistema de vigilancia de emergencia alimentaria y nutricional en la crisis de Guinea Conakry,Fundación Acción Contra El Hambre-ACCIÓN CONTRA EL HAMBRE,100000,100000,África Subsahariana: Guinea Conakri,2,1.5,2,2.5
2008-1.csv,08-CAP1-0413,0031/3/8,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,PROGRAMA DE CAPACITACIÓN ONLINE PARA EL FORTALECIMIENTO INSTITUCIONAL EN AMÉRICA LATINA,FUNDACION CEDDET,100000,100000,Iberoamérica y Caribe: Argentina,3,1,2,2.8
2008-1.csv,08-CAP1-0414,0031/3/8,OFICINA DE ACCIÓN HUMANITARIA,Reconstrucción y Desarrollo Local en zona afectada por terremoto en la Provincia de Chincha,Fundación Desarrollo Sostenido-FUNDESO,306304,287708,Iberoamérica y Caribe: Perú,3,2,2,1.5
2008-1.csv,08-CAP1-0415,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL","Cursos de Diseño y de Exportación para artesanos y formación de formadores del Sector Artesano Argelino en Orán, Argel y Adrar.",Fundación Española para la Innovación de la Artesanía,134220,134220,Magreb y Oriente Medio: Argelia,2.5,1,2,2.5
2008-1.csv,08-CAP1-0416,0031/3/8,GABINETE TÉCNICO,"Derechos Economicos, Sociales y Culturales (DESC)",Fundacion para el Desarrollo Integral de Moxos,164700,60000,Iberoamérica y Caribe: Bolivia,2.5,1.5,1,2.5
2008-1.csv,08-CAP1-0417,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,LA MAR DE MÚSICAS 2008 - ESPECIAL FRANCIA,AYUNTAMIENTO DE CARTAGENA,50000,50000,Sin Determinar. General: España,2,2,2,2
2008-1.csv,08-CAP1-0418,0031/3/8,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,"Programa para el fortalecimiento de la participación política y ciudadana de las mujeres jóvenes y adultas en el municipio de San Salvador, para la construcción de una democracia real",YOLOCAMBA Solidaridad,115923,115923,Iberoamérica y Caribe: El Salvador,2.5,2,1,2.5
2008-1.csv,08-CAP1-0420,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,JOCCA JOVEN ORQUESTA Y CORO DE CENTRO AMERICA,IIMI Huit Musical,59980,59980,Iberoamérica y Caribe: Guatemala,2.5,1.5,2,1.5
2008-1.csv,08-CAP1-0421,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,CONGRESO INTERNACIONAL ¿ARCHIVOS Y DERECHOS HUMANOS. EL ACCESO Y LA DESCLASIFICACIÓN DE LOS DOCUMENTOS¿,Archiveros Sin Fronteras Internacional,87.786,50000,Sin Determinar. General: España,2,2,1.5,2
2008-1.csv,08-CAP1-0424,0031/3/8,GABINETE TÉCNICO,Escuela Euromediterránea de Verano,REMCODE (Red Euromediterránea de Cooperación al Desarrollo),59325,59325,Sin Determinar. General: España,3,1.5,1.5,2.5
2008-1.csv,08-CAP1-0425,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,TALLER DE CINE DOCUMENTAL DE BAJO PRESUPUESTO,Castejon Jean Xavier,55840,28000,Iberoamérica y Caribe: Bolivia ; El Salvador ; Guatemala ; Nicaragua,2.5,2,2,2.5
2008-1.csv,08-CAP1-0426,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",INICIATIVAS PARA LA DIVERSIFICACIÓN DE INGRESOS DE LAS MUJERES A TRAVÉS DE LA INTRODUCCIÓN DE LAS TECNOLOGÍAS APROPIADAS (IDRITA) PARA LA TRANSFORMACIÓN Y LA VENTA DE LAS HORTALIZAS,Red para el Desarrollo de la Artesanía,99797,59457,África Subsahariana: Níger,3,1,2,2
2008-1.csv,08-CAP1-0427,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,Joindre les deux bouts,Cinemathèque de Tanger,31577,31577,Magreb y Oriente Medio: Marruecos,2,2,2,2
2008-1.csv,08-CAP1-0429,0031/3/8,OFICINA DE ACCIÓN HUMANITARIA,"Ayuda Humanitaria a personas retornadas, en tránsito, en Senegal. II Fase.",Cruz Roja Española-CRUZ ROJA,315000,315000,África Subsahariana: Senegal,2,1.5,1.5,2.5
2008-1.csv,08-CAP1-0430,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,TERRITORIOS SOLIDARIOS. LA MÚSICA PARA EL DESARROLLO DE LOS PUEBLOS.,Asociación Centro de Iniciativas para la Cooperación- BATÁ,74000,74000,Sin Determinar. General: España,2,1.5,1.5,2.5
2008-1.csv,08-CAP1-0431,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"Cooperación España-Brasil en políticas de comunicación, investigación y desarrollo",Asociación Española de Investigación de la Comunicación,15000,15000,Iberoamérica y Caribe: Brasil,2,2,2,1.5
2008-1.csv,08-CAP1-0432,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL","Consolidación de actividades económicas en el Parque Nacional de Souss-Massa, Marruecos",Sociedad Española de Ornitología,197750,197750,Magreb y Oriente Medio: Marruecos ; Sin Determinar. General: España,3,1.5,1.5,2.5
2008-1.csv,08-CAP1-0434,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"PROYECTO DE URGENCIA TILBES PARA RESCATE Y PRESERVACION DE PATRIMONIO EN TURQUIA (BIRECIK, URFA)",JESUS GIL FUENSANTA,18500,18500,U.E y Países Occidentales: Turquía,2.3,1.5,1.7,2.2
2008-1.csv,08-CAP1-0435,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,V Convocatoria de Proyectos de Cooperación al Desarrollo UCM 2008,Universidad Complutense de Madrid,70000,70000,Sin Determinar. General: España,2.5,1.5,1.5,2.5
2008-1.csv,08-CAP1-0441,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,III Jornadas Cultura y Desarrollo. Derecho a la Comunicación y Cultura: Medios de comunicación alternativos.,Asociación Centro de Iniciativas para la Cooperación- BATÁ,21010,21010,Sin Determinar. General: España,2,1.5,2,2
2008-1.csv,08-CAP1-0442,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Misión de evaluación para la elaboración de un programa de especialización médica en Cabo Verde,Consejo Interhospitalario De Cooperación - CIC,32920,32920,África Subsahariana: Cabo Verde,2.5,2,2,3
2008-1.csv,08-CAP1-0443,0031/3/8,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,"Apoyo para la Cohesión Social y la Autosostenibilidad Económica Digna de 300 mujeres cabeza de familia de población desplazada y vulnerable del municipio de Barranquilla, Atlántico, Colombia",Treball Solidari-TREBALL SOLIDARI,226343,125000,Iberoamérica y Caribe: Colombia,2.5,1.5,1.5,2.5
2008-1.csv,08-CAP1-0445,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"Publicación libro Los Bubis de Fernando Póo. Descripción monográfica etnológica de una tribu de negros de África Occidental de Günter Tessmann, 1923. Traducido por Erika Reuss",SIAL EDICIONES,28400,28400,África Subsahariana: Guinea Ecuatorial,2.5,2,2,2.5
2008-1.csv,08-CAP1-0446,0027/3/8,OFICINA DE ACCIÓN HUMANITARIA,Rehabilitación y protección a víctimas de minas antipersonales y municiones sin explotar.,Fundación Mi Sangre,257853,257853,Iberoamérica y Caribe: Colombia,2.5,1.5,1.5,2
2008-1.csv,08-CAP1-0447,0031/3/8,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,"Salir de las dictaduras, consolidar la democracía",Fundación por la Europa de los ciudadanos,50640,50640,Iberoamérica y Caribe: Haití,2.2,1.3,1.5,2.5
2008-1.csv,08-CAP1-0448,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"Desarrollarte. Jornadas de sensibilización y acercamiento a la cultura, mediante el fomento de las actividades culturales y creación artística para personas con discapacidad.",ESCALA BENITES MARIA NELLA,35172,30000,Iberoamérica y Caribe: Ecuador,2,2,2,2
2008-1.csv,08-CAP1-0449,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",proyecto de suministro de agua potable,solidarité international pour l afrique,50400,50400,África Subsahariana: Mali,3,1.5,2,3
2008-1.csv,08-CAP1-0451,0031/3/8,GABINETE TÉCNICO,Jornadas de Codesarrollo: teoría y práctica para nuevos desafios,Federación Andalucía Acoge,25850,15000,Sin Determinar. General: España,2,2,1.5,2
2008-1.csv,08-CAP1-0452,0031/3/8,GABINETE TÉCNICO,Niños y Jóvenes bajo dos Realidades: Aproximación a la condición de refugiado de los niños y niñas de Palestina en las aulas de los centros educativos españoles,Comité Español de la UNRWA,53575,53575,Sin Determinar. General: España,3,2,2,2
2008-1.csv,08-CAP1-0454,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,MUESTRA INTERNACIONAL DE CINE Y DERECHOS HUMANOS 2008E,"ACTES, ASSOCIACIÓ CULTURAL TESTIMONI SOCIAL",50000,20000,Iberoamérica y Caribe Sin Determinar. General U.E y Países Occidentales Varios Países,2,2,1.5,2
2008-1.csv,08-CAP1-0456,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",Labor de memoria para un futuro sin conflictos en el Líbano,UMAM D-R,198837,198837,Magreb y Oriente Medio: Líbano,3,2,1,2.5
2008-1.csv,08-CAP1-0457,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,30 Ed. Moussem Cultural Internacional de Assilah 2008,FONDATION FORUM ASSILAH,300000,65000,Magreb y Oriente Medio: Marruecos,2,2,2,2
2008-1.csv,08-CAP1-0463,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,Las voces del Mediterraneo. Proyecto de exposición temporal itinerante para el diálogo intercultural entre los pueblos del Mediterraneo,Can Quintana Museu de la Mediterrània,45000,45000,Sin Determinar. General: España,2.5,1.5,1.5,2.5
2008-1.csv,08-CAP1-0465,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL","Lucha contra la mutilación genital femenina, la fístula obstétrica y otras prácticas tradicionales nocivas en Etiopía.","Haurralde Fundazioa- Fundación Vasca de Protección a la Infancia, la Juventud y la Familia--HAURRALDE FUNDAZIOA",120000,120000,África Subsahariana: Etiopía,3,1,1.5,2
2008-1.csv,08-CAP1-0466,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,"INCUBA-GUATEMALA, Incubadora de empresas culturales, creativas y desarrollo comunitario",PROYECTO CULTURAL EL SITIO,259538,80000,Iberoamérica y Caribe: Guatemala,3,1.5,1.5,2
2008-1.csv,08-CAP1-0467,0031/3/8,"D COOPERACIÓN ÁFRICA,ASIA,EUROPA ORIENTAL",LIBRO BLANCO DE LA DESCENTRALIZACIÓN EN MAURITANIA,INSTITUTO DE ESTUDIOS JURIDICOS INTERNACIONALES,303600,303600,Magreb y Oriente Medio: Mauritania,3,1.75,2,3
2008-1.csv,08-CAP1-0468,0031/3/8,D RELACIONES CULTURALES Y CIENTÍFICAS,LA UNED EN LOS CENTROS DE BATA Y MALABO DE GUINEA ECUATORIAL,UNED (ESPAÑA),605100,605100,África Subsahariana: Guinea Ecuatorial,2.5,2,2,2
