File,registro,fecha,Unidad,proyecto,Solicitante,cantidad-solicitada,cantidad-subvencionada,Paises,Puntos-a,puntos-b,puntos-c,puntos-d
2005-2006.csv,16156,Sep 17 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Unidad de Licitación Internacional,Centro de Estudios Económicos y Comerciales(CECO),80000,80000,Magreb y Oriente Medio: Egipto,3,2,2,2
2005-2006.csv,16172,Sep 12 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Apoyo al desarrollo y consolidación del Turismo rural en la Provincia de Chefchaouen. Marruecos,Associació Catalana Pel Temps LLiure I La Cultura-ACTLC,194988.84,194988.84,Magreb y Oriente Medio: Marruecos,3,2,2,1
2005-2006.csv,16278,Sep 28 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Ayuda complementaria para el expediente nº 1583-04 correspondiente al Curso -GLOBALIZANDOSE-,Centro de Estudios Económicos y Comerciales(CECO),4138.78,4138.78,PECO y CEI: Croacia,3,2,2,2
2005-2006.csv,16491,Sep 21 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Apoyo al fortalecimiento municipal y a la descentralización territorial del estado,Fundación para el Desarrollo Local y el Fortalecimiento Municipal e Institucional de Centro América y el Caribe. Fundación DEMUCA,150000,150000,Iberoamérica y Caribe: República Dominicana,3,2,2,3
2005-2006.csv,16520,Sep 21 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Proyecto jornadas iberoamericanas sobre desarrollo sostenible noviembre 2005,Club UNESCO Plasencia y zona norte de Extremadura,24000,9000,Sin Determinar. General: España,2,2,2,1.5
2005-2006.csv,16573,Sep 21 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Equipamiento y dotación de medios a la contraparte local favorecedora de la cooperación para la promoción de la sociedad civil,Cooperativa de Fomento y Desarrollo (COFYDES) Guinea Ecuatorial,58920,58920,África Subsahariana: Guinea Ecuatorial,3,1.5,2,2
2005-2006.csv,16926,Sep 21 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Instalación de agua potable,Dominicas Misioneras de la Sagrada Familia Camerún,17687.78,17687.78,África Subsahariana: Camerún,2,2,1.5,2
2005-2006.csv,17111,Sep 27 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Asesoramiento para asegurar la participación de los arquitectos en las políticas sociales referentes a habitabilidad básica en Argelia,Consejo Superior de los Colegios de Arquitectos de Espala,60000,0,Magreb y Oriente Medio: Argelia,1.5,0.5,0,1
2005-2006.csv,17112,Sep 22 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Asesoramiento para asegurar la participación de los arquitectos en las políticas sociales referentes a habitabilidad básica en Marruecos,Consejo Superior de los Colegios de Arquitectos de Espala,60000,60000,Magreb y Oriente Medio: Marruecos,2,2,2,2
2005-2006.csv,17113,Sep 22 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Mejora de la calidad sanitaria y quirúrgica de 1000 enfermos (niños mujeres y ancianos) en situación de extrema pobreza en la zona Caribe,Fundación Cume Para El Desarrollo De Culturas Y Pueblos-CUME,59000,59000,Iberoamérica y Caribe: Cuba,2,2,2,3
2005-2006.csv,17114,Sep 22 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Ayuda de emergencia alimentaria y sanitaria para 2000 enfermos niños ancianos mujeres y familiares de presos en situación de extrema pobreza en la zona Caribe,Fundación Cume Para El Desarrollo De Culturas Y Pueblos-CUME,59875,59875,Iberoamérica y Caribe: Cuba,2,2,2,3
2005-2006.csv,17141,Sep 27 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Asistencia técnica al Ministerio de la Pequeña y Mediana Empresa y la artesania para la creación de un centro de facilitación y vivero de empresas en Orán,Fundacio Centre de Iniciatives I Recerques Europees A La Mediterranea-CIREM,249330,249330,Magreb y Oriente Medio: Argelia,3,2,2,3
2005-2006.csv,17229,Sep 30 2005,GABINETE TÉCNICO,IV Jornadas de medicina de catástrofes.,Sociedad española de Medicina de Castástrofes (SEMECA),18705,18705,Sin Determinar. General: España,2.5,1.5,1.5,2
2005-2006.csv,17240,Sep 23 2005,GABINETE TÉCNICO,Cumbre de Salamanca- Iberoamérica 2005,Fundación Iberoamericana para la educación la ciencia y la cultura- Fundación OEI,30000,30000,Iberoamérica y Caribe Varios Países,3,1.5,2,1.5
2005-2006.csv,17247,Sep 27 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Apoyo logístico a microproyectos de desarrollo socioeconómico de base,C.O.D.E.C. (Comunidad para Desarrollo del Congo),47380,47380,África Subsahariana: Congo (República Democrática del Congo),2.5,1.75,2,2.5
2005-2006.csv,17258,Sep 27 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Formación avanzada de jóvenes trabajadores y estudiantes universitarios en Kinshasa,Institución Teresiana,11485,11485,África Subsahariana: Congo (República del Congo),2,2,2,2
2005-2006.csv,17279,Sep 27 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,XVI Reunión de Presidentes de Organizaciones Empresariales de Iberoamérica (11 de octubre de 2005),Confederación Española de Organizaciones Empresariales (CEOE),70900,70900,Sin Determinar. General: Varios Paises,3,2,2,3
2005-2006.csv,17282,Sep 27 2005,GABINETE TÉCNICO,II Convocatoria de proyectos de cooperación al desarrollo de la UCM 2005,Universidad Complutense de Madrid,80000,80000,Sin Determinar. General: Varios Paises,2,2,2,2
2005-2006.csv,17298,Sep 27 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Cuando septiembre se llama Allende.Publicación de intervenciones de la reunión celebrada en Madrid Casa de Ámerica el 11 de septiembre de 2003,Asociación Social y Cultural promemoria Salvador Allende,4660,4660,Sin Determinar. General: España,2.5,1.5,1.5,2
2005-2006.csv,17340,Sep 30 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Apoyo a transformaciones democráticas en el Mundo Árabe,Federación Internacional de los Derechos Humanos(FIDH),300000,300000,Magreb y Oriente Medio Varios Países,3,1.5,1.5,3
2005-2006.csv,17412,Sep 27 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Programa Cultural Ruta Quetzal 2005. De las ciudades de los reyes al amazonas y a la tierra de los vascos,Zipango 92,30000,20000,Iberoamérica y Caribe: Perú ; Sin Determinar. General: España,2.5,1.5,1.5,2
2005-2006.csv,17476,Sep 27 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Numero especial dedicado a la conmemoración del aniversario de la conferencia de Barcelona 2005,Ediciones con Encanto y de Colores S.L.,20000,20000,Sin Determinar. General: España,2.5,2,2,1.5
2005-2006.csv,17483,Sep 20 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Portal para la cooperación académica iberoamericana: investigación docencia y recursos de información en Iberoamérica y España,Consejo Español de Estudios Iberoamericanos (CEEIB),13571.2,13571.2,Sin Determinar. General: España,2.5,1.5,1.5,2
2005-2006.csv,17493,Sep 30 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Reedición del catálogo de la exposición -Mariano Bertuchi Pintor de Marruecos- (Madrid-Tetuán-Casablanca marzo a agosto de 2000),La Medina- Antiguos residentes en Marruecos,21014.8,12000,Magreb y Oriente Medio Sin Determinar. General Varios Países,2.5,2,2,1
2005-2006.csv,17504,Sep 30 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Seminario sobre -Desigualdad y Pobreza en América Latina- dentro de los actos académicos previstos en la XV Cumbre Iberoamericana de Salamanca,Universidad de Salamanca,7000,7000,Iberoamérica y Caribe Sin Determinar. General Varios Países,3,2,2,3
2005-2006.csv,17547,Sep 30 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Aprovechamiento de residuos agroindutriales mediante acciones de Desarrollo Sostenible. Acción Centroaméricana y el Caribe,Fundación Pro Ciencia Arte y Cultura- Universidad Nacional de Costa Rica,659423,219415,Iberoamérica y Caribe Varios Países,2,2,2,2
2005-2006.csv,17574,Sep 30 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Centro de salud: MATERNIDAD de Nkolbisson,Carmelitas Misioneras Teresianas de Camerún,5695,5695,África Subsahariana: Camerún,2,2,1.5,2
2005-2006.csv,17575,Sep 28 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Cumbre sindical Barcelona + 10,Fundación Paz y Solidaridad,70000,70000,PECO y CEI: Croacia,3,1.5,1.5,2
2005-2006.csv,17578,Oct 3 2005,GABINETE TÉCNICO,Traslado y tratamiento médico en España para enfermos víctimas de la avalancha en Bagdad,Asociación Mensajeros De La Paz-MENSAJEROS DE LA PAZ,28000,28000,Sin Determinar. General: España,2,1.5,1.5,2.5
2005-2006.csv,17582,Sep 30 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Presencia en las ferias internacionales del libro en Iberoamérica,Federación de Gremios de Editores de España,30000,30000,Iberoamérica y Caribe Varios Países,2,1.5,1.5,2.5
2005-2006.csv,17602,Sep 28 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Encuentro en Toledo. La diversidad en los intercambios educativos y culturales,Comisión de Intercambio Cultural Educativo Y Científico entre España y los Estados Unidos de América,3358,3358,Sin Determinar. General: España,2,2,2,2
2005-2006.csv,17603,Sep 30 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Realización de la exposición de la emigración española a America en la casa de España de Santo Domingo,Fundación Archivo de Indianos - Museo de la Emigración,12000,12000,Iberoamérica y Caribe: República Dominicana,2,2,2,2
2005-2006.csv,17611,Oct 3 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Construcción de una sala multifuncional para la escuela de preescolar y elemental de las Hijas de Maria Auxiliadora (Hermanas Salesianas de Don Bosco)en Dili Timor Oriental,Hijas de María Auxiliadora (Salesianas de San Juan Bosco),32712.04,32712.04,Asia Pacífico: Timor Oriental,2.5,1.5,1.5,2.5
2005-2006.csv,17636,Oct 3 2005,GABINETE TÉCNICO,Fortalecimiento de la capacidad de intervención del Sistema Nacional de Salud (SNS) español para la asistencia sanitaria y ayuda en emergencias y desastres externos,Fundación para la Salud y Cooperación Internacional Carlos III,116611.47,80000,Sin Determinar. General: Varios Paises,2.5,1,1.5,2.5
2005-2006.csv,17637,Oct 3 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,¿Para qué sirve el diálogo político entre la UE y América Latina? Objetivos perspectivas y recomendaciones,FRIDE Fundación para las Relaciones internacionales y el dialogo exterior,18750,18750,Iberoamérica y Caribe Sin Determinar. General U.E y Países Occidentales Varios Países,3,2,2,3
2005-2006.csv,17642,Sep 29 2005,GABINETE TÉCNICO,Actividad de la Asociación de Ex becarios y Graduados Iberoamericanos y de Filipinas en España relaciones con las filiales de Iberoamérica y su potenciación.,Asociación de Ex Becarios y Graduados Iberoaméricanos y de Filipinas en España,12800,12800,Asia Pacífico Iberoamérica y Caribe Varios Países,3,1.5,1.5,2
2005-2006.csv,17675,Oct 3 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Construyendo una Alianza por el agua: taller de planificación para impulsar el acceso uso sostenible y conservación del agua en Centroamérica,Fundación Ecología Y Desarrollo,40000,40000,Iberoamérica y Caribe Sin Determinar. General Varios Países,3,2,2,2
2005-2006.csv,17677,Oct 5 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,IV Encuentro Internacional de Organizaciones Profesionales de la Cultura.- La diversidad Cultural: un nuevo pilar en el sistema de derecho internacional-,Coalición Española Diversidad Cultural,60000,60000,Sin Determinar. General: España,2,2,2,2
2005-2006.csv,17681,Sep 28 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Instituto Superior de Nuevas Tecnologías,ADTHSS(Asociación para el Desarrollo Tecnológico Humano Sostenible y Solidario),42079,16000,África Subsahariana: Guinea Ecuatorial,2.5,1.5,2,1.5
2005-2006.csv,17698,Oct 4 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,La economía social y su impacto en el equilibrio de los flujos migratorios en el Magreb,CONFEDERACION EMPRESARIAL ESPAÑOLA DE LA ECONOMIA SOCIAL,58990.2,0,Magreb y Oriente Medio: Marruecos,2,1,0.5,1.5
2005-2006.csv,17702,Oct 5 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Encuentro de ONGS Españolas Israelíes y Palestinas,FUNDACIÓN TRES CULTURAS DEL MEDITERRÁNEO,20000,20000,Sin Determinar. General: España,3,1,2,2
2005-2006.csv,17703,Oct 5 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Diversidad cultural en el mediterráneo:entre conflicto y diálogo,FUNDACIÓN TRES CULTURAS DEL MEDITERRÁNEO,6000,6000,Sin Determinar. General: España,2.5,1.5,2,1.5
2005-2006.csv,17708,Oct 4 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Construcción de programas eduaticos que apoyen el desarrollo turístico en el sudeste asiático,SOCIEDAD DE IMAGEN Y PROMOCION TURISTICA DE GALICIA S.A.,187000,187000,Asia Pacífico: Vietnam,2.5,2,2,2
2005-2006.csv,17709,Oct 4 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Ayuda de emergencia a través del abastecimiento de agua potable para la población afectada por el Tsunami.,Fundación Adra Agencia Adventista Para El Desarrollo Y Recursos Asistenciales-ADRA,134546,134546,Asia Pacífico: Indonesia,3,1.5,1.5,2.5
2005-2006.csv,17711,Oct 4 2005,GABINETE TÉCNICO,Mejora de la nutrición de la población saharaui refugiada de los campamentos de Tindouf Argelia,Movimiento Por La Paz El Desarme Y La Libertad-MPDL,501000,501000,Magreb y Oriente Medio: Argelia,3,1,2,2
2005-2006.csv,17713,Oct 4 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Mejora de las condiciones de vida de los agricultores de la municipalidades de Hinatuan y Tagbina mediante el apoyo de un desarrollo sostenible de los recursos agroforestales de la provincia de Surigao,Fundación Instituto de Promoción y Apoyo al Desarrollo-IPADE,309439.84,309439.84,Asia Pacífico: Filipinas,3,2,1.5,2.5
2005-2006.csv,17714,Oct 4 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Premios Internacionales de Periodismo Rey de España,AGENCIA EFE S.A,53785,23800,África Subsahariana Iberoamérica y Caribe Magreb y Oriente Medio Sin Determinar. General U.E y Países Occidentales Varios Países,2,2,2,2
2005-2006.csv,17718,Oct 4 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Preparación y Edición de la Guía de la memoria de España en los Estados Unidos,Centro de Cultura Hispanoamericana (CCH),59500,12000,U.E y Países Occidentales: Estados Unidos,1.5,2,2,2
2005-2006.csv,17719,Oct 4 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,III Curso Superior de Filología para jóvenes hispanistas,Universidad Internacional Menéndez Pelayo,36000,18000,Sin Determinar. General: España,1.5,2,2,2
2005-2006.csv,17720,Oct 4 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Seminario avanzado de planificación y gestión de residuos en el marco de un desarrollo sostenible,TECNIBERIA/ASINCE Asoc. Española de Empresas de Ingeniería Consultoría y Servicios Tecnológicos,145000,145000,Asia Pacífico Varios Países,2.5,2,2,2.5
2005-2006.csv,17722,Oct 4 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Seminario avanzado del programa Azahar sobre gestión integral del agua por cuencas hidrográficas en el contexto mediterráneo. Contribución al cumplimiento de los objetivos de desarrollo del Milenio (ODM),TECNIBERIA/ASINCE Asoc. Española de Empresas de Ingeniería Consultoría y Servicios Tecnológicos,64658,64658,Sin Determinar. General: Varios Paises,3,2,2,2
2005-2006.csv,17724,Oct 4 2005,GABINETE TÉCNICO,Proyecto de construcción de la Paz en Bosnia-Herzegovina.,Globalitaria - Iniciativas para la construcción de la Paz,39589.34,39589.34,PECO y CEI: Bosnia-Herzegovina,3,1,1,3
2005-2006.csv,17727,Oct 13 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Seminario para la Cooperación entre los Festivales de Música del Mediterráneo,Instituto de Cultura de Barcelona (ICUB),70000,60000,Sin Determinar. General: España,3,1.5,2,1.5
2005-2006.csv,17729,Oct 13 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Fortalecimiento del sector salud en Latinoamérica como vector de cohesión social,Fundación para la Salud y Cooperación Internacional Carlos III,57794.76,35000,Iberoamérica y Caribe Varios Países,3,2,2,3
2005-2006.csv,17730,Oct 13 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Control y Prevención del Paludismo en la isla de Annobón,Fundación para la Salud y Cooperación Internacional Carlos III,33910.21,33910.21,África Subsahariana: Guinea Ecuatorial,3,1.5,1.5,2
2005-2006.csv,17732,Oct 5 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Fortalecimiento institucional y reforma de la Administración del Estado en los países de Centroamérica: diagnóstico y propuesta de un plan de acción para la cooperación española,Centro de estudios iberoamericanos (CEIB) Universidad Rey Juan Carlos de Madrid.,52000,52000,Iberoamérica y Caribe Varios Países,3,2,2,3
2005-2006.csv,17736,Oct 4 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Promoción de acceso a servicios de agua-saneamiento y hábitos higiénicos en pro reducción de enfermedades derivadas en Sao Tomé y Príncipe.,Cruz Roja Española-CRUZ ROJA,141000,141000,África Subsahariana: Santo Tomé y Príncipe,3,2,1.5,2
2005-2006.csv,17737,Oct 13 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,XVI Bienal Internacional del Deporte en el Arte 2005,FUNDACIÓN TRES CULTURAS DEL MEDITERRÁNEO,59999,16000,Sin Determinar. General: España,2.5,1,1.5,2.5
2005-2006.csv,17739,Oct 4 2005,GABINETE TÉCNICO,Mejora del Acceso al agua y a los servicios de saneamiento de la población de Tabakoto Comuna de Kassama Malí.,Cruz Roja Española-CRUZ ROJA,206000,206000,África Subsahariana: Mali,2,2,2,2
2005-2006.csv,17741,Oct 4 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Prevención de VIH-SIDA y enfermedades relacionadas con el agua en Guinea-Bissau,Cruz Roja Española-CRUZ ROJA,237000,237000,África Subsahariana: Guinea_Bissau,3,2,1.5,2.5
2005-2006.csv,17743,Oct 4 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Salud comunitaria en beneficio de mujeres niños jovenes y otros grupos vulnerables de la wilaya de Constantine; fomento de hábitos y prácticas saludables,Cruz Roja Española-CRUZ ROJA,149000,0,Magreb y Oriente Medio: Argelia,2,1,1,2
2005-2006.csv,17744,Oct 4 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Contribución a la integración social de menores vulnerables en los distritos de Macomia Chuire y Namuno. Provincia de Cabo Delgado Mozambique,Cruz Roja Española-CRUZ ROJA,65500,65500,África Subsahariana: Mozambique,2.5,2,2,2
2005-2006.csv,17751,Oct 5 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Seguridad alimentaria y salud para las comunidades Manguilita Chico y la Playita la Maná Provincia de Cotopaxi (Ecuador),Cruz Roja Española-CRUZ ROJA,228235.1,228235.1,Iberoamérica y Caribe: Ecuador,2.7,1.8,1.5,2.5
2005-2006.csv,17752,Oct 11 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Acercando la realidad de la población refugiada de Palestina a la población Española,Comité Español de la UNRWA,23766.72,23766,Sin Determinar. General: España,3,1.5,2,2
2005-2006.csv,17754,Oct 5 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Plan de empleo para personas con discapacidad y otros colectivos vulnerables en Vietnam,Cruz Roja Española-CRUZ ROJA,366000,366000,Asia Pacífico: Vietnam,3,1.5,1.5,3
2005-2006.csv,17760,Oct 5 2005,GABINETE TÉCNICO,Formación de Formadores en Educación para el Desarrollo.,Cruz Roja Española-CRUZ ROJA,42870,42870,Sin Determinar. General: España,2.5,2,2,2
2005-2006.csv,17763,Oct 5 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Programa de Traducción Clásicos Árabes 2005,Universidad de Castilla - La Mancha,13334,13334,Magreb y Oriente Medio: Emiratos Árabes Unidos ; Sin Determinar. General: España,2.5,1.5,1.5,2
2005-2006.csv,17764,Oct 10 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Elaboración y Mantenimiento de una Base de Datos actualizada de la Asociación de Antiguos Colegiales del Colegio Mayor Hispanoamericano -Ntra.Sra.de Guadalupe-,Asociación de Antiguos Colegiales del C. Mayor Hispanoaméricano. Ntra. Sra. de Guadalupe.,8000,8000,Sin Determinar. General: España,2,2,2,2
2005-2006.csv,17766,Oct 5 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Elaboracion de la segunda edición del libro -Medio Ambiente y Salud- actualizado ampliado y adaptado a Centro América y República Dominicana,,59000,10000,Iberoamérica y Caribe: República Dominicana,3,2,2,3
2005-2006.csv,17768,Oct 10 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Mejora de las infraestructuras sanitarias de la Wilaya de Tánger dedicadas a la atención de la salud reproductiva. (Fase 1ª),Federación de Asociaciones de Médicus Mundi España (FAMME),500000,125278.05,Magreb y Oriente Medio: Marruecos,3,1.5,2,3
2005-2006.csv,17770,Oct 10 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Ampliación del centro de salud de metoro en el distrito de Ancuabe. Provincia de Cabo Delgado,Medicus Mundi,157932,157932,África Subsahariana: Mozambique,2.5,2,2,2
2005-2006.csv,17771,Oct 5 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Celebración de Jornadas Técnicas de Cooperación Internacional en el marco del Programa VITA; -Contribuciones de las ciencias sociales a la salud pública y los programas de VIH-SIDA para África Subshariana-,Federación de Asociaciones de Médicus Mundi España (FAMME),50000,50000,Sin Determinar. General: España,3,2,2,3
2005-2006.csv,17773,Sep 30 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Observatorio de Partidos Políticos de América Latina (OPAL),Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas (FIIAPP),20000,20000,África Subsahariana Iberoamérica y Caribe Varios Países,3,2,2,3
2005-2006.csv,17775,Oct 10 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Fondo Especial para Defensores del Pueblo e Instituciones Nacionales de Derechos Humanos de América Latina y Caribe,Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas (FIIAPP),50000,50000,Iberoamérica y Caribe Varios Países,3,2,2,3
2005-2006.csv,17776,Oct 10 2005,D COOPERACIÓN CON AMÉRICA LATINA Y EL CARIBE,Foro Latinoamericano de Reforma Constitucional de los Países Andinos,Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas (FIIAPP),30000,30000,Iberoamérica y Caribe: Bolivia ; Ecuador ; Perú,3,2,2,3
2005-2006.csv,17777,Oct 10 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,II Seminario avanzado en acuicultura para Países Asiáticos,Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas (FIIAPP),125000,125000,Asia Pacífico Varios Países,2.5,2,2,2
2005-2006.csv,17778,Oct 10 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Formación de recursos humanos del sector turismo en Suráfrica,Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas (FIIAPP),59110,50110,África Subsahariana: República Sudafricana,2,2,2,1.5
2005-2006.csv,17782,Oct 10 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Fortalecimiento Institucional en Oriente Próximo,Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas (FIIAPP),189000,189000,Magreb y Oriente Medio: Egipto ; Líbano ; Siria,3,2,2,2
2005-2006.csv,17783,Oct 13 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Apoyo a la Oficina de Integración Europea de Serbia en la Gestión de Fondos Europeos y al Ministerio de Integración Europea de Albania en su labor de información,Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas (FIIAPP),280000,280000,PECO y CEI: Albania ; Serbia,3,2,2,1.75
2005-2006.csv,17784,Oct 13 2005,GABINETE TÉCNICO,Jornadas sobre la colaboración entre las organizaciones humanitarias y las fuerzas armadas en la respuesta a los desastres.,Instituto de Estudios sobre Conflictos y Acción Humanitaria (IECAH),43700,43700,Sin Determinar. General: España,3,2,2,1.5
2005-2006.csv,17785,Oct 11 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,ICON2006 Fundación Phantoms,Fundación Phantoms,21000,21000,Sin Determinar. General: España,2.5,1.5,1.5,2
2005-2006.csv,17787,Oct 14 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Seminario Avanzado NAUTA sobre los programas de documentos estadísticos de las organizaciones regionales de pesca y su aplicación a terceros países.,Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas (FIIAPP),48800,48800,África Subsahariana Varios Países,2,1.5,2,2
2005-2006.csv,17789,Oct 14 2005,GABINETE TÉCNICO,Acercando el Mundo.,Asociación cultural Acercando el mundo,50000,30000,Iberoamérica y Caribe Sin Determinar. General Varios Países,2.5,1.5,1.5,2
2005-2006.csv,17790,Oct 14 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Fortalecimiento y apoyo a las actividades de la Liga de prevención y de salvaguarda de la juventud y la infancia,Iztueta José María,59900,0,Magreb y Oriente Medio: Argelia,2,0.5,0.5,1
2005-2006.csv,17791,Oct 14 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Simposio Internacional -Educación y Valores de Ciudadanía: Experiencias y aportaciones de Europa-,Centro UNESCO de la Comunidad de Madrid,24291.41,6000,Sin Determinar. General U.E y Países Occidentales Varios Países,2,1.5,1.5,2.5
2005-2006.csv,17794,Oct 14 2005,GABINETE TÉCNICO,Curso en español sobre Derecho Internacional de los Refugiados.,Globalitaria - Iniciativas para la construcción de la Paz,40090,30000,Sin Determinar. General: Varios Paises,2,1.5,1.5,2.5
2005-2006.csv,17795,Oct 14 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Publicación en español: La Asociación Euromediterránea una década después.,Fundación Real Instituto Elcano de Estudios Internacionales y Estrategicos,10000,10000,Magreb y Oriente Medio: Argelia,3,1,2,2
2005-2006.csv,17796,Oct 14 2005,GABINETE TÉCNICO,Ozonalia,UNICEF Comité Español,43900,43900,Sin Determinar. General: España,2,1.5,1.5,2.5
2005-2006.csv,17797,Oct 14 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Apoyo a la realización de encuentro de rectores iberoamericanos,Portal Universia S.A.,232500,60000,Sin Determinar. General: España,2.5,1.5,1.5,2.5
2005-2006.csv,17798,Oct 14 2005,GABINETE TÉCNICO,Deporte para la Paz y el desarrollo: Hacia la consecución de los objetivos del Milenio,UNICEF Comité Español,43442,43442,Sin Determinar. General: España,2.5,2,2,2.5
2005-2006.csv,17799,Oct 14 2005,D COOPERACIÓN ÁFRICAASIAEUROPA ORIENTAL,Mejora de los recursos humanos y materiales para diversas escuelas salesianas de formación profesional secundaria y elemental de Timor este.,Fundación Jóvenes del Tercer Mundo-JÓVENES TERCER MUNDO,165700,165700,Asia Pacífico: Timor Oriental,2.5,1.5,2,2.5
2005-2006.csv,17802,Oct 14 2005,D RELACIONES CULTURALES Y CIENTÍFICAS,Edición Libro Centro de Arte Ego: de Viaje,Asociación Cultural La Ruta del Sentido del Principado de Asturiaa,47650,12000,Iberoamérica y Caribe Varios Países,2.5,1.5,1.5,2
